Metric,Value
CV_Avg_Accuracy,0.8405927405927406
CV_Avg_Precision,0.842567513822883
CV_Avg_Recall,0.8405927405927406
CV_Avg_F1,0.8403734261161583
Test_Accuracy,0.7619047619047619
Test_Precision,0.7605466428995842
Test_Recall,0.7619047619047619
Test_F1,0.7607843137254902
External (CGGA)_Accuracy,0.6258741258741258
External (CGGA)_Precision,0.6926159058332971
External (CGGA)_Recall,0.6258741258741258
External (CGGA)_F1,0.6321212964499907
