Metric,Value
CV_Avg_Accuracy,0.8417915417915417
CV_Avg_Precision,0.8432163307169278
CV_Avg_Recall,0.8417915417915417
CV_Avg_F1,0.8415870723495571
Test_Accuracy,0.7797619047619048
Test_Precision,0.7847985347985349
Test_Recall,0.7797619047619048
Test_F1,0.7809271856890904
External (CGGA)_Accuracy,0.6398601398601399
External (CGGA)_Precision,0.6584026477786765
External (CGGA)_Recall,0.6398601398601399
External (CGGA)_F1,0.6457690628295816
