Metric,Value
CV_Avg_Accuracy,0.8598401598401597
CV_Avg_Precision,0.8632086201088336
CV_Avg_Recall,0.8598401598401597
CV_Avg_F1,0.8596095837109534
Test_Accuracy,0.7797619047619048
Test_Precision,0.7802502299017472
Test_Recall,0.7797619047619048
Test_F1,0.7799781778505183
External (CGGA)_Accuracy,0.6993006993006993
External (CGGA)_Precision,0.7286900059877278
External (CGGA)_Recall,0.6993006993006993
External (CGGA)_F1,0.705368078249434
