Metric,Value
CV_Avg_Accuracy,0.8572427572427573
CV_Avg_Precision,0.859858257009592
CV_Avg_Recall,0.8572427572427573
CV_Avg_F1,0.856862947404478
Test_Accuracy,0.8095238095238095
Test_Precision,0.8134057971014494
Test_Recall,0.8095238095238095
Test_F1,0.8104301850516703
External (CGGA)_Accuracy,0.6153846153846154
External (CGGA)_Precision,0.6395143622200584
External (CGGA)_Recall,0.6153846153846154
External (CGGA)_F1,0.6225038627784624
