Metric,Value
CV_Avg_Accuracy,0.8765567765567767
CV_Avg_Precision,0.8813583618640557
CV_Avg_Recall,0.8765567765567767
CV_Avg_F1,0.8761469715798004
Test_Accuracy,0.8690476190476191
Test_Precision,0.8745014245014244
Test_Recall,0.8690476190476191
Test_F1,0.8698006517155453
External (CGGA)_Accuracy,0.6888111888111889
External (CGGA)_Precision,0.7220179516755229
External (CGGA)_Recall,0.6888111888111889
External (CGGA)_F1,0.6952432140716659
