iter	Logloss
245	0.2935759287
246	0.2932989971
247	0.2930365724
248	0.2929311208
249	0.2926883687
250	0.2924793274
251	0.2921393998
252	0.2918930342
253	0.2917085416
254	0.2914711294
255	0.2912138405
256	0.2909621676
257	0.2907436642
258	0.2905488339
259	0.2903011996
260	0.2899760661
261	0.2897394968
262	0.2894596637
263	0.2892393137
264	0.2890152539
265	0.2888127691
266	0.2886165014
267	0.2883426726
268	0.2879780548
269	0.2876871982
270	0.2875103822
271	0.2872616584
272	0.2870154401
273	0.2867656952
274	0.2865402014
275	0.2863359218
276	0.28613
277	0.2859886721
278	0.2858047332
279	0.2857300656
280	0.285455155
281	0.2852418394
282	0.2849985176
283	0.2848514115
284	0.2846406239
285	0.2844540118
286	0.284151399
287	0.2839696426
288	0.2837396172
289	0.2835860355
290	0.2833468514
291	0.2830192899
292	0.2828434542
293	0.2825811297
294	0.2823930841
295	0.2821859593
296	0.2819739453
297	0.2817348977
298	0.2814562437
299	0.2811939866
300	0.2809647971
301	0.2807521952
302	0.28053072
303	0.2804035025
304	0.2801044589
305	0.279981034
306	0.2797123223
307	0.2795433497
308	0.2793708321
309	0.2791463169
310	0.2788991076
311	0.2786964979
312	0.2786117982
313	0.278419281
314	0.278290774
315	0.2779943298
316	0.2777390416
317	0.277602945
318	0.2774145494
319	0.2773293179
320	0.2772318617
321	0.2770406847
322	0.2768017835
323	0.2766200094
324	0.2765080235
325	0.2764187175
326	0.2761355128
327	0.2760482764
328	0.2758280016
329	0.2756015902
330	0.2753572076
331	0.2751834491
332	0.2751000548
333	0.2750596108
334	0.274933747
335	0.2747388142
336	0.2746824044
337	0.274414055
338	0.2742573374
339	0.2739793546
340	0.2738033282
341	0.2737250602
342	0.2735899229
343	0.2733713126
344	0.2732773077
345	0.2730691378
346	0.2729300877
347	0.2729301637
348	0.272768178
349	0.2726503362
350	0.2724612783
351	0.2723053456
352	0.2721322783
353	0.2719487929
354	0.271688149
355	0.271497391
356	0.2713041992
357	0.2711270366
358	0.2709139791
359	0.2707049793
360	0.270506566
361	0.2703209895
362	0.2702297977
363	0.2700054509
364	0.2698566618
365	0.2696526144
366	0.2694330694
367	0.269275028
368	0.2691081991
369	0.2689199396
370	0.2687325522
371	0.268594968
372	0.2684516685
373	0.2682688097
374	0.2681263383
375	0.267974033
376	0.2678002401
377	0.2676763194
378	0.2676031182
379	0.2673627887
380	0.2672067651
381	0.2670589779
382	0.2669246235
383	0.2667305853
384	0.2665687686
385	0.2664956834
386	0.2663499037
387	0.2661846144
388	0.2660342217
389	0.2659027258
390	0.26578093
391	0.2655956238
392	0.2654992756
393	0.265373156
394	0.2652258635
395	0.2649204348
396	0.2647708038
397	0.2647238997
398	0.2646405243
399	0.2646082252
400	0.2644469635
401	0.2643462706
402	0.2642833774
403	0.2641719431
404	0.2640346581
405	0.2639089283
406	0.2637856287
407	0.263677259
408	0.2634644606
409	0.2633858021
410	0.2633106177
411	0.2632125855
412	0.2631034126
413	0.2629975958
414	0.2626132974
415	0.2624244638
416	0.2623056546
417	0.2621692537
418	0.2619998009
419	0.2617722442
420	0.2615711283
421	0.2614280214
422	0.2612931304
423	0.26109769
424	0.2609366801
425	0.2608165385
426	0.2606101097
427	0.2604745124
428	0.2603802594
429	0.2602960541
430	0.260203177
431	0.260045903
432	0.2599465773
433	0.259905398
434	0.2598479376
435	0.2597219779
436	0.2596914341
437	0.259584473
438	0.2594785952
439	0.2593128012
440	0.2592119066
441	0.2590322608
442	0.25888129
443	0.258741969
444	0.2585795134
445	0.2584307413
446	0.2582362067
447	0.2580751121
448	0.2579786451
449	0.2578979023
450	0.2577291405
451	0.2577196332
452	0.257613996
453	0.2574492022
454	0.2573268777
455	0.2572883718
456	0.2571590057
457	0.2569755664
458	0.2568360843
459	0.2567166746
460	0.2565179774
461	0.256368744
462	0.2562273839
463	0.2561273609
464	0.2560050488
465	0.2559055462
466	0.2558284949
467	0.2555662151
468	0.2555019163
469	0.2553838061
470	0.2552926436
471	0.2551520125
472	0.2550152468
473	0.2548059959
474	0.2546741834
475	0.2545452119
476	0.2544383836
477	0.2542906243
478	0.2542087699
479	0.2540052023
480	0.2538900846
481	0.2538497112
482	0.2537740952
483	0.2537068273
484	0.2535025867
485	0.2534184174
486	0.2532800778
487	0.2531042729
488	0.2529688942
489	0.2528643193
490	0.2527729251
491	0.2526099086
492	0.2524540578
493	0.2523384422
494	0.2522653439
495	0.2520831425
496	0.2519659949
497	0.2518399054
498	0.2517253646
499	0.2516659399
500	0.2516228601
501	0.2514655192
502	0.2513017775
503	0.2512464888
504	0.2510698438
505	0.2509521588
506	0.2507793131
507	0.2507107195
508	0.2505855338
509	0.2503910164
510	0.2503503962
511	0.2502020171
512	0.2501001865
513	0.2500174527
514	0.2499664985
515	0.249861062
516	0.2497870073
517	0.249675978
518	0.2496320604
519	0.2495301989
520	0.2494240933
521	0.24931531
522	0.2491362697
523	0.2489422849
524	0.2487499476
525	0.2486277338
526	0.2485048471
527	0.248384976
528	0.2482695062
529	0.2481230407
530	0.2480993983
531	0.2480104939
532	0.2478518367
533	0.2477928512
534	0.2476929636
535	0.2476176961
536	0.2475102936
537	0.2473544725
538	0.2472531458
539	0.24710642
540	0.2470139495
541	0.246938454
542	0.2468299608
543	0.2467455682
544	0.2466442061
545	0.2465980749
546	0.2465020611
547	0.2463766077
548	0.2462643829
549	0.2460502331
550	0.2459254646
551	0.2457454223
552	0.2456444632
553	0.2455314533
554	0.2454777303
555	0.2453791513
556	0.2452176236
557	0.245115736
558	0.2450156396
559	0.2448919964
560	0.2448095849
561	0.2446467205
562	0.2445535827
563	0.2444811777
564	0.2444163953
565	0.2442446982
566	0.2441934468
567	0.2441116372
568	0.2440046138
569	0.2439524435
570	0.2438753811
571	0.2438135809
572	0.2436533232
573	0.2435685453
574	0.2434710114
575	0.2433846207
576	0.2432742827
577	0.2431796231
578	0.2430716606
579	0.2429900211
580	0.2429387508
581	0.2428245574
582	0.2427205963
583	0.2425869159
584	0.2425473092
585	0.2424506488
586	0.2422775976
587	0.2421966145
588	0.2421144137
589	0.242000633
590	0.2419076642
591	0.2417801487
592	0.2416596681
593	0.2415555271
594	0.2414621962
595	0.2413283649
596	0.2412325217
597	0.2411278639
598	0.2409965237
599	0.2409376263
600	0.2408541714
601	0.2407913245
602	0.2407240198
603	0.2405607575
604	0.2404783857
605	0.2403293326
606	0.2402978115
607	0.2401252708
608	0.2400412002
609	0.2399348232
610	0.2398686878
611	0.2396736064
612	0.2395125784
613	0.23927255
614	0.2391796628
615	0.2390556423
616	0.2389189443
617	0.2388951717
618	0.2388559157
619	0.2388058798
620	0.2387536047
621	0.2385682235
622	0.2383894191
623	0.2383336448
624	0.2382787697
625	0.2381918758
626	0.2381081075
627	0.2380084181
628	0.2379699429
629	0.2379449039
630	0.2378059708
631	0.237690978
632	0.2376401141
633	0.2375826949
634	0.2374120321
635	0.237315998
636	0.2372495033
637	0.2371664904
638	0.23709334
639	0.2369901886
640	0.2368501443
641	0.236739719
642	0.2365884303
643	0.2365505492
644	0.2364390325
645	0.2363616452
646	0.2362545327
647	0.236128181
648	0.2360591262
649	0.2359809328
650	0.23590775
651	0.2358003717
652	0.2357271471
653	0.2356059409
654	0.2355131553
655	0.2354132611
656	0.2352977223
657	0.2352229124
658	0.2352012131
659	0.2351027624
660	0.2349314055
661	0.2348716546
662	0.2347552979
663	0.2346511649
664	0.2345708532
665	0.2344665949
666	0.2344050935
667	0.234342318
668	0.2342259973
669	0.2341988887
670	0.234149257
671	0.2340039732
672	0.233949333
673	0.2337742212
674	0.2336203769
675	0.2335733534
676	0.2334573536
677	0.2333760933
678	0.2332551377
679	0.2331419694
680	0.2330315726
681	0.2328952215
682	0.2328728546
683	0.2327355148
684	0.2326196884
685	0.2324430156
686	0.2323496958
687	0.2322768342
688	0.2321507866
689	0.2319921114
690	0.2318949899
691	0.2318129775
692	0.2317832014
693	0.2316542691
694	0.2315186748
695	0.2314937007
696	0.2314109759
697	0.2313600668
698	0.231230471
699	0.2312046498
700	0.2311473181
701	0.2310817842
702	0.2309883733
703	0.2309171128
704	0.2307338192
705	0.2306896324
706	0.2305926123
707	0.2305380296
708	0.2304313387
709	0.2303089268
710	0.2301448925
711	0.2300758939
712	0.2299885221
713	0.2299506624
714	0.2297968966
715	0.2297445232
716	0.229644822
717	0.2296018676
718	0.2295442458
719	0.2294672954
720	0.2294231708
721	0.2293703213
722	0.2292017638
723	0.2290784324
724	0.2290535885
725	0.2289576811
726	0.2288263549
727	0.228738758
728	0.2286250463
729	0.2285938549
730	0.2283581799
731	0.2282137521
732	0.2280961807
733	0.2279365706
734	0.227820246
735	0.2276705304
736	0.2276273675
737	0.2275901038
738	0.2275502449
739	0.227489351
740	0.2273811024
741	0.2272820149
742	0.2271608583
743	0.2270214044
744	0.2269787332
745	0.2269540768
746	0.2268453979
747	0.2266503153
748	0.2266011318
749	0.2264722618
750	0.2262986446
751	0.2260951662
752	0.2259757762
753	0.2258690294
754	0.2257122382
755	0.2256192776
756	0.2254865206
757	0.2254158617
758	0.2253651067
759	0.2253310593
760	0.2252442728
761	0.2251128875
762	0.2249806439
763	0.2248567303
764	0.2247884097
765	0.224668242
766	0.2244811205
767	0.2242786875
768	0.2242142799
769	0.2241666728
770	0.2240720394
771	0.2239715347
772	0.2238324784
773	0.223762486
774	0.2236719429
775	0.2236485497
776	0.2236078843
777	0.2235543176
778	0.2234882637
779	0.2233945281
780	0.2232198985
781	0.2230642534
782	0.2229252684
783	0.2227637098
784	0.2226185641
785	0.222551997
786	0.2225067864
787	0.2224065767
788	0.2223200331
789	0.2222000111
790	0.2221229807
791	0.2220512428
792	0.2218800046
793	0.2217835277
794	0.2216841994
795	0.2215954215
796	0.2214426941
797	0.2213462295
798	0.2212282203
799	0.2211830328
800	0.2210989234
801	0.2209907217
802	0.220950317
803	0.2208879673
804	0.2207882489
805	0.2206796869
806	0.2205843386
807	0.2205740328
808	0.2204126014
809	0.220315759
810	0.2202559466
811	0.2200913172
812	0.2199782956
813	0.2199061419
814	0.219811441
815	0.2197123619
816	0.2196482857
817	0.2194953705
818	0.2192909217
819	0.2192071152
820	0.2191189088
821	0.2190628058
822	0.2189833738
823	0.2188931783
824	0.2188271537
825	0.2187580103
826	0.2186680119
827	0.2186284874
828	0.2185431336
829	0.218466742
830	0.2184214457
831	0.2183388233
832	0.2182364174
833	0.2182049808
834	0.2181843962
835	0.2181165604
836	0.2180673123
837	0.2180011583
838	0.2178836845
839	0.2177793164
840	0.2176338984
841	0.2175255999
842	0.217480802
843	0.2174271555
844	0.2173661029
845	0.2172309156
846	0.2171361967
847	0.217093702
848	0.2170160457
849	0.2169750699
850	0.2168347122
851	0.2167110157
852	0.216643922
853	0.2165273865
854	0.2164524207
855	0.2163992372
856	0.216334346
857	0.2162417252
858	0.2162102154
859	0.2160790727
860	0.2160397745
861	0.2159400929
862	0.215895327
863	0.2158223089
864	0.2157213441
865	0.2156848782
866	0.2156208412
867	0.2155562886
868	0.2155080087
869	0.2153806738
870	0.2153231096
871	0.2152203297
872	0.2151472533
873	0.2149961139
874	0.2149427683
875	0.2148774279
876	0.2148367032
877	0.2147608317
878	0.2146180315
879	0.2145265214
880	0.2144369101
881	0.214312946
882	0.2142329369
883	0.2141887248
884	0.2141131202
885	0.2140752292
886	0.2139478076
887	0.2138807918
888	0.2137535182
889	0.2136468386
890	0.2135010599
891	0.2133643356
892	0.2132760616
893	0.2132045103
894	0.2131287889
895	0.2129535183
896	0.2128066958
897	0.2127384501
898	0.2126445767
899	0.2125408401
900	0.2125031495
901	0.2124584947
902	0.2123914412
903	0.2122705571
904	0.212116911
905	0.2120751853
906	0.2119653551
907	0.2119208577
908	0.2118282905
909	0.2117119677
910	0.2116586169
911	0.2116166888
912	0.2115018363
913	0.211431385
914	0.2112792154
915	0.2112342248
916	0.2111385388
917	0.2110335324
918	0.2109014243
919	0.2108471453
920	0.2107215982
921	0.2105950515
922	0.2105532814
923	0.2104817077
924	0.2104126632
925	0.2103223646
926	0.2101854371
927	0.210054284
928	0.2099285578
929	0.2098658698
930	0.2097275465
931	0.209646112
932	0.2095055366
933	0.2094528464
934	0.2093528361
935	0.2092548644
936	0.2092053397
937	0.2090532297
938	0.2089573626
939	0.2088573656
940	0.2087701296
941	0.2086342032
942	0.2085929337
943	0.2085580188
944	0.2084640295
945	0.2083754494
946	0.2083308896
947	0.208295204
948	0.2082522043
949	0.2081661315
950	0.2080634753
951	0.2080275738
952	0.2079355027
953	0.2078128502
954	0.2077173257
955	0.2076066182
956	0.207500183
957	0.2074048846
958	0.2073687338
959	0.2073119669
960	0.2072531305
961	0.2072310298
962	0.2071650883
963	0.2070464846
964	0.2070133709
965	0.2069324318
966	0.2068993507
967	0.2068671753
968	0.2067752211
969	0.2066490886
970	0.2065634796
971	0.2064711392
972	0.2063778941
973	0.2062992498
974	0.2062234181
975	0.2061285916
976	0.2059936326
977	0.2059236337
978	0.2058929568
979	0.2058682206
980	0.2058118108
981	0.2057464961
982	0.2057120969
983	0.205674509
984	0.2055806934
985	0.2054985567
986	0.2053991889
987	0.2053610606
988	0.2052816088
989	0.2050956039
990	0.2050690067
991	0.2050186704
992	0.204987216
993	0.2048588826
994	0.2047701158
995	0.2046741897
996	0.2045126386
997	0.2044136365
998	0.2043209902
999	0.2042703507
