Model,Pipeline,Feature,Feature_Type,AUC_Drop,Base_AUC
HeteroGATv2,No Balancing,IDH1,Gene,0.2530320699708454,0.8728862973760932
HeteroGATv2,No Balancing,TP53,Gene,-0.0075801749271137584,0.8728862973760932
HeteroGATv2,No Balancing,ATRX,Gene,0.02485422740524775,0.8728862973760932
HeteroGATv2,No Balancing,PTEN,Gene,-0.0024344023323615736,0.8728862973760932
HeteroGATv2,No Balancing,EGFR,Gene,-0.0029008746355685734,0.8728862973760932
HeteroGATv2,No Balancing,CIC,Gene,0.03603498542274046,0.8728862973760932
HeteroGATv2,No Balancing,MUC16,Gene,-0.00024781341107879,0.8728862973760932
HeteroGATv2,No Balancing,PIK3CA,Gene,0.00036443148688042326,0.8728862973760932
HeteroGATv2,No Balancing,NF1,Gene,-0.006078717201166229,0.8728862973760932
HeteroGATv2,No Balancing,PIK3R1,Gene,-0.015860058309037982,0.8728862973760932
HeteroGATv2,No Balancing,FUBP1,Gene,0.0031486880466471633,0.8728862973760932
HeteroGATv2,No Balancing,RB1,Gene,-0.005845481049562751,0.8728862973760932
HeteroGATv2,No Balancing,NOTCH1,Gene,0.018192419825072803,0.8728862973760932
HeteroGATv2,No Balancing,BCOR,Gene,-0.010393586005830957,0.8728862973760932
HeteroGATv2,No Balancing,CSMD3,Gene,0.0010204081632652518,0.8728862973760932
HeteroGATv2,No Balancing,SMARCA4,Gene,0.0014285714285713791,0.8728862973760932
HeteroGATv2,No Balancing,GRIN2A,Gene,-0.0036443148688047435,0.8728862973760932
HeteroGATv2,No Balancing,IDH2,Gene,0.006253644314868756,0.8728862973760932
HeteroGATv2,No Balancing,FAT4,Gene,-0.005145772594752252,0.8728862973760932
HeteroGATv2,No Balancing,PDGFRA,Gene,-0.0029300291545190094,0.8728862973760932
HeteroGATv2,No Balancing,Age_at_diagnosis,Clinical,0.015641399416909542,0.8728862973760932
HeteroGATv2,No Balancing,Gender,Clinical,-0.00753644314868811,0.8728862973760932
HeteroGATv2,No Balancing,Race,Clinical,-0.003775510204081678,0.8728862973760932
HeteroGATv2,SMOTE,IDH1,Gene,0.2812244897959183,0.923469387755102
HeteroGATv2,SMOTE,TP53,Gene,0.017376093294460625,0.923469387755102
HeteroGATv2,SMOTE,ATRX,Gene,0.01341107871720113,0.923469387755102
HeteroGATv2,SMOTE,PTEN,Gene,0.006690962099125319,0.923469387755102
HeteroGATv2,SMOTE,EGFR,Gene,0.01138483965014574,0.923469387755102
HeteroGATv2,SMOTE,CIC,Gene,0.027201166180757984,0.923469387755102
HeteroGATv2,SMOTE,MUC16,Gene,0.0024489795918367085,0.923469387755102
HeteroGATv2,SMOTE,PIK3CA,Gene,0.009927113702623868,0.923469387755102
HeteroGATv2,SMOTE,NF1,Gene,-0.001005830903790117,0.923469387755102
HeteroGATv2,SMOTE,PIK3R1,Gene,0.0023906705539358253,0.923469387755102
HeteroGATv2,SMOTE,FUBP1,Gene,0.006282798833819181,0.923469387755102
HeteroGATv2,SMOTE,RB1,Gene,0.000597667638483923,0.923469387755102
HeteroGATv2,SMOTE,NOTCH1,Gene,0.014941690962099097,0.923469387755102
HeteroGATv2,SMOTE,BCOR,Gene,-0.0019825072886297535,0.923469387755102
HeteroGATv2,SMOTE,CSMD3,Gene,0.0007871720116617408,0.923469387755102
HeteroGATv2,SMOTE,SMARCA4,Gene,0.002419825072886228,0.923469387755102
HeteroGATv2,SMOTE,GRIN2A,Gene,0.0029300291545189317,0.923469387755102
HeteroGATv2,SMOTE,IDH2,Gene,0.005830903790087394,0.923469387755102
HeteroGATv2,SMOTE,FAT4,Gene,4.3731778425615266e-05,0.923469387755102
HeteroGATv2,SMOTE,PDGFRA,Gene,0.000145772594752136,0.923469387755102
HeteroGATv2,SMOTE,Age_at_diagnosis,Clinical,0.045714285714285666,0.923469387755102
HeteroGATv2,SMOTE,Gender,Clinical,0.002638483965014549,0.923469387755102
HeteroGATv2,SMOTE,Race,Clinical,0.002463556851311921,0.923469387755102
HeteroGATv2,CTGAN,IDH1,Gene,0.08870262390670554,0.9139941690962099
HeteroGATv2,CTGAN,TP53,Gene,0.003046647230320687,0.9139941690962099
HeteroGATv2,CTGAN,ATRX,Gene,0.0030612244897958996,0.9139941690962099
HeteroGATv2,CTGAN,PTEN,Gene,0.017842565597667625,0.9139941690962099
HeteroGATv2,CTGAN,EGFR,Gene,0.003994169096209888,0.9139941690962099
HeteroGATv2,CTGAN,CIC,Gene,0.02542274052478132,0.9139941690962099
HeteroGATv2,CTGAN,MUC16,Gene,0.0039795918367346635,0.9139941690962099
HeteroGATv2,CTGAN,PIK3CA,Gene,0.005160349854227375,0.9139941690962099
HeteroGATv2,CTGAN,NF1,Gene,-0.0026822157434402637,0.9139941690962099
HeteroGATv2,CTGAN,PIK3R1,Gene,0.003017492711370229,0.9139941690962099
HeteroGATv2,CTGAN,FUBP1,Gene,0.0014285714285714236,0.9139941690962099
HeteroGATv2,CTGAN,RB1,Gene,0.007186588921282789,0.9139941690962099
HeteroGATv2,CTGAN,NOTCH1,Gene,0.0004664723032069884,0.9139941690962099
HeteroGATv2,CTGAN,BCOR,Gene,-0.000845481049562713,0.9139941690962099
HeteroGATv2,CTGAN,CSMD3,Gene,0.0010058309037900615,0.9139941690962099
HeteroGATv2,CTGAN,SMARCA4,Gene,0.0007580174927113604,0.9139941690962099
HeteroGATv2,CTGAN,GRIN2A,Gene,0.0018075801749270926,0.9139941690962099
HeteroGATv2,CTGAN,IDH2,Gene,0.003556851311953346,0.9139941690962099
HeteroGATv2,CTGAN,FAT4,Gene,0.0011078717201166155,0.9139941690962099
HeteroGATv2,CTGAN,PDGFRA,Gene,0.00536443148688045,0.9139941690962099
HeteroGATv2,CTGAN,Age_at_diagnosis,Clinical,0.06876093294460636,0.9139941690962099
HeteroGATv2,CTGAN,Gender,Clinical,-0.0023469387755102435,0.9139941690962099
HeteroGATv2,CTGAN,Race,Clinical,0.0017638483965014661,0.9139941690962099
HeteroGATv2,ROS,IDH1,Gene,0.3030320699708454,0.8962099125364431
HeteroGATv2,ROS,TP53,Gene,0.0075218658892127754,0.8962099125364431
HeteroGATv2,ROS,ATRX,Gene,0.016443148688046593,0.8962099125364431
HeteroGATv2,ROS,PTEN,Gene,2.915451895038057e-05,0.8962099125364431
HeteroGATv2,ROS,EGFR,Gene,0.0014139941690961444,0.8962099125364431
HeteroGATv2,ROS,CIC,Gene,0.007478134110787127,0.8962099125364431
