auc,accuracy,precision,recall,recall_0,f1,fold,threshold,Model,Pipeline
0.9206027890238416,0.8962962962962963,0.8412698412698413,0.9298245614035088,0.8717948717948718,0.8833333333333333,1,0.48000000000000026,HeteroGATv2,No Balancing
0.9033882783882784,0.8880597014925373,0.8596491228070176,0.875,0.8974358974358975,0.8672566371681416,2,0.5650000000000004,HeteroGATv2,No Balancing
0.899496336996337,0.8507462686567164,0.7903225806451613,0.875,0.8333333333333334,0.8305084745762712,3,0.5700000000000003,HeteroGATv2,No Balancing
0.9352106227106226,0.9104477611940298,0.8666666666666667,0.9285714285714286,0.8974358974358975,0.896551724137931,4,0.5700000000000003,HeteroGATv2,No Balancing
0.9259512417407154,0.8805970149253731,0.8153846153846154,0.9298245614035088,0.8441558441558441,0.8688524590163934,5,0.5450000000000004,HeteroGATv2,No Balancing
0.9154295996401258,0.8962962962962963,0.8412698412698413,0.9298245614035088,0.8717948717948718,0.8833333333333333,1,0.47000000000000025,MOGAT,No Balancing
0.9065934065934066,0.8880597014925373,0.847457627118644,0.8928571428571429,0.8846153846153846,0.8695652173913043,2,0.5900000000000003,MOGAT,No Balancing
0.8942307692307693,0.8582089552238806,0.8032786885245902,0.875,0.8461538461538461,0.8376068376068376,3,0.6200000000000003,MOGAT,No Balancing
0.9333791208791208,0.8955223880597015,0.828125,0.9464285714285714,0.8589743589743589,0.8833333333333333,4,0.5600000000000003,MOGAT,No Balancing
0.9268626110731374,0.8805970149253731,0.7971014492753623,0.9649122807017544,0.8181818181818182,0.873015873015873,5,0.5300000000000002,MOGAT,No Balancing
0.7901484480431848,0.7111111111111111,0.6363636363636364,0.7368421052631579,0.6923076923076923,0.6829268292682927,1,0.5150000000000003,HyperTMO,No Balancing
0.8440934065934066,0.7985074626865671,0.7543859649122807,0.7678571428571429,0.8205128205128205,0.7610619469026548,2,0.5150000000000003,HyperTMO,No Balancing
0.7946428571428572,0.753731343283582,0.7674418604651163,0.5892857142857143,0.8717948717948718,0.6666666666666666,3,0.5500000000000003,HyperTMO,No Balancing
0.8729395604395604,0.7985074626865671,0.7457627118644068,0.7857142857142857,0.8076923076923077,0.7652173913043478,4,0.5350000000000004,HyperTMO,No Balancing
0.8147641831852359,0.7611940298507462,0.6923076923076923,0.7894736842105263,0.7402597402597403,0.7377049180327869,5,0.5250000000000004,HyperTMO,No Balancing
0.7701304543409806,0.6888888888888889,0.631578947368421,0.631578947368421,0.7307692307692307,0.631578947368421,1,0.5350000000000004,RGCN,No Balancing
0.8363095238095238,0.7761194029850746,0.7321428571428571,0.7321428571428571,0.8076923076923077,0.7321428571428571,2,0.5500000000000003,RGCN,No Balancing
0.7937271062271062,0.746268656716418,0.6527777777777778,0.8392857142857143,0.6794871794871795,0.734375,3,0.5150000000000003,RGCN,No Balancing
0.8305860805860805,0.753731343283582,0.7017543859649122,0.7142857142857143,0.782051282051282,0.7079646017699115,4,0.5250000000000004,RGCN,No Balancing
0.8040555935292777,0.753731343283582,0.6538461538461539,0.8947368421052632,0.6493506493506493,0.7555555555555555,5,0.5200000000000002,RGCN,No Balancing
0.9208277103013945,0.8888888888888888,0.85,0.8947368421052632,0.8846153846153846,0.8717948717948718,1,0.5250000000000004,VEGN,No Balancing
0.9157509157509158,0.8805970149253731,0.8448275862068966,0.875,0.8846153846153846,0.8596491228070176,2,0.5100000000000002,VEGN,No Balancing
0.8889652014652015,0.835820895522388,0.75,0.9107142857142857,0.782051282051282,0.8225806451612904,3,0.4350000000000002,VEGN,No Balancing
0.9345238095238095,0.8805970149253731,0.8225806451612904,0.9107142857142857,0.8589743589743589,0.864406779661017,4,0.5250000000000004,VEGN,No Balancing
0.9202551834130781,0.8731343283582089,0.803030303030303,0.9298245614035088,0.8311688311688312,0.8617886178861789,5,0.4950000000000003,VEGN,No Balancing
0.9134053081421503,0.8518518518518519,0.8245614035087719,0.8245614035087719,0.8717948717948718,0.8245614035087719,1,0.5350000000000004,FastHGTConv,No Balancing
0.9070512820512822,0.8805970149253731,0.8448275862068966,0.875,0.8846153846153846,0.8596491228070176,2,0.46500000000000025,FastHGTConv,No Balancing
0.9017857142857143,0.8507462686567164,0.7647058823529411,0.9285714285714286,0.7948717948717948,0.8387096774193549,3,0.4200000000000002,FastHGTConv,No Balancing
0.9255952380952381,0.8805970149253731,0.8448275862068966,0.875,0.8846153846153846,0.8596491228070176,4,0.5450000000000004,FastHGTConv,No Balancing
0.9295967190704032,0.8656716417910447,0.8095238095238095,0.8947368421052632,0.8441558441558441,0.85,5,0.45000000000000023,FastHGTConv,No Balancing
0.7777777777777779,0.6962962962962963,0.6176470588235294,0.7368421052631579,0.6666666666666666,0.672,1,0.4950000000000003,SGNN,No Balancing
0.828525641025641,0.7611940298507462,0.6875,0.7857142857142857,0.7435897435897436,0.7333333333333333,2,0.5250000000000004,SGNN,No Balancing
0.8086080586080586,0.7761194029850746,0.7407407407407407,0.7142857142857143,0.8205128205128205,0.7272727272727273,3,0.5850000000000004,SGNN,No Balancing
0.8413461538461539,0.7761194029850746,0.6857142857142857,0.8571428571428571,0.717948717948718,0.7619047619047619,4,0.5150000000000003,SGNN,No Balancing
0.8354978354978355,0.7761194029850746,0.6901408450704225,0.8596491228070176,0.7142857142857143,0.765625,5,0.5150000000000003,SGNN,No Balancing
0.9145299145299144,0.8962962962962963,0.8412698412698413,0.9298245614035088,0.8717948717948718,0.8833333333333333,1,0.5150000000000003,HeteroGATv2,SMOTE
0.910485347985348,0.8731343283582089,0.819672131147541,0.8928571428571429,0.8589743589743589,0.8547008547008547,2,0.49000000000000027,HeteroGATv2,SMOTE
0.901098901098901,0.8507462686567164,0.7903225806451613,0.875,0.8333333333333334,0.8305084745762712,3,0.5500000000000003,HeteroGATv2,SMOTE
0.9342948717948717,0.9029850746268657,0.8524590163934426,0.9285714285714286,0.8846153846153846,0.8888888888888888,4,0.5700000000000003,HeteroGATv2,SMOTE
0.9225336067441331,0.8805970149253731,0.8153846153846154,0.9298245614035088,0.8441558441558441,0.8688524590163934,5,0.5400000000000003,HeteroGATv2,SMOTE
0.910706252811516,0.8888888888888888,0.828125,0.9298245614035088,0.8589743589743589,0.8760330578512396,1,0.4950000000000003,MOGAT,SMOTE
0.9269688644688644,0.8880597014925373,0.847457627118644,0.8928571428571429,0.8846153846153846,0.8695652173913043,2,0.5750000000000004,MOGAT,SMOTE
0.9008699633699633,0.8582089552238806,0.7846153846153846,0.9107142857142857,0.8205128205128205,0.8429752066115702,3,0.7000000000000004,MOGAT,SMOTE
0.9505494505494506,0.8880597014925373,0.8253968253968254,0.9285714285714286,0.8589743589743589,0.8739495798319328,4,0.5150000000000003,MOGAT,SMOTE
0.9236728184096605,0.8880597014925373,0.8181818181818182,0.9473684210526315,0.8441558441558441,0.8780487804878049,5,0.5350000000000004,MOGAT,SMOTE
0.789923526765632,0.7333333333333333,0.6615384615384615,0.7543859649122807,0.717948717948718,0.7049180327868853,1,0.5300000000000002,HyperTMO,SMOTE
0.8493589743589743,0.8208955223880597,0.8076923076923077,0.75,0.8717948717948718,0.7777777777777778,2,0.5250000000000004,HyperTMO,SMOTE
0.8303571428571429,0.7761194029850746,0.76,0.6785714285714286,0.8461538461538461,0.7169811320754716,3,0.6150000000000004,HyperTMO,SMOTE
0.8738553113553114,0.8059701492537313,0.75,0.8035714285714286,0.8076923076923077,0.7758620689655172,4,0.5350000000000004,HyperTMO,SMOTE
0.8382319434951014,0.7910447761194029,0.7164179104477612,0.8421052631578947,0.7532467532467533,0.7741935483870968,5,0.5550000000000004,HyperTMO,SMOTE
0.7719298245614035,0.6962962962962963,0.6290322580645161,0.6842105263157895,0.7051282051282052,0.6554621848739496,1,0.6150000000000004,RGCN,SMOTE
0.8216575091575091,0.7761194029850746,0.7096774193548387,0.7857142857142857,0.7692307692307693,0.7457627118644068,2,0.5800000000000003,RGCN,SMOTE
0.8271520146520147,0.7686567164179104,0.6923076923076923,0.8035714285714286,0.7435897435897436,0.743801652892562,3,0.6150000000000004,RGCN,SMOTE
0.8351648351648352,0.746268656716418,0.671875,0.7678571428571429,0.7307692307692307,0.7166666666666667,4,0.5800000000000003,RGCN,SMOTE
0.8252449305080883,0.7761194029850746,0.7142857142857143,0.7894736842105263,0.7662337662337663,0.75,5,0.5950000000000004,RGCN,SMOTE
0.9068825910931174,0.8888888888888888,0.85,0.8947368421052632,0.8846153846153846,0.8717948717948718,1,0.5350000000000004,VEGN,SMOTE
0.9107142857142857,0.8582089552238806,0.7936507936507936,0.8928571428571429,0.8333333333333334,0.8403361344537815,2,0.5750000000000004,VEGN,SMOTE
0.8976648351648352,0.835820895522388,0.7741935483870968,0.8571428571428571,0.8205128205128205,0.8135593220338984,3,0.5500000000000003,VEGN,SMOTE
0.9416208791208791,0.9029850746268657,0.8771929824561403,0.8928571428571429,0.9102564102564102,0.8849557522123894,4,0.6100000000000003,VEGN,SMOTE
0.9170653907496013,0.8656716417910447,0.7910447761194029,0.9298245614035088,0.8181818181818182,0.8548387096774194,5,0.5050000000000003,VEGN,SMOTE
0.9275753486279802,0.8888888888888888,0.85,0.8947368421052632,0.8846153846153846,0.8717948717948718,1,0.5000000000000002,FastHGTConv,SMOTE
