iter	Logloss
320	0.2821249243
321	0.2818593587
322	0.2816169425
323	0.2813441655
324	0.281123096
325	0.2808818295
326	0.2807365052
327	0.2805249985
328	0.2804093818
329	0.2802189866
330	0.2800681754
331	0.279838144
332	0.2794898307
333	0.2792775925
334	0.2791113135
335	0.2789722861
336	0.2787618768
337	0.2785482276
338	0.2782903697
339	0.2780250654
340	0.2777268658
341	0.2776001186
342	0.2773446384
343	0.2772528243
344	0.2770464388
345	0.2768828248
346	0.2765651076
347	0.2763928975
348	0.2760977027
349	0.2758941389
350	0.2756386326
351	0.2754088885
352	0.2751157578
353	0.2749863193
354	0.2748415699
355	0.2747955845
356	0.2745013302
357	0.2743310014
358	0.2741153926
359	0.273861454
360	0.2736522727
361	0.2736405151
362	0.2733164226
363	0.2731411032
364	0.2729015873
365	0.2727216956
366	0.2725307517
367	0.2722337017
368	0.2721300517
369	0.2719602977
370	0.2718179781
371	0.2715638043
372	0.2712995712
373	0.2710158466
374	0.2708983225
375	0.2706597211
376	0.2705003921
377	0.2702288693
378	0.2700728848
379	0.2698485492
380	0.2696394202
381	0.2694725664
382	0.2693369356
383	0.2692103451
384	0.2690671111
385	0.2688622148
386	0.2686242927
387	0.2684530232
388	0.2683331738
389	0.2683033878
390	0.2681878756
391	0.2679932215
392	0.2677833871
393	0.2676369131
394	0.2675385149
395	0.2673442788
396	0.2669726855
397	0.2669245576
398	0.2667687299
399	0.2665808168
400	0.2663424244
401	0.2661221387
402	0.2658645943
403	0.2656710899
404	0.2654819227
405	0.2652635966
406	0.2650136556
407	0.2649057989
408	0.2646892757
409	0.2645712813
410	0.2644620922
411	0.2642691625
412	0.2641059144
413	0.2639287139
414	0.2638050236
415	0.263691262
416	0.2635342846
417	0.2633053244
418	0.2631729858
419	0.2629766334
420	0.2627930576
421	0.2624178325
422	0.2622696863
423	0.2620362844
424	0.2619212425
425	0.2617014794
426	0.2616509215
427	0.261545129
428	0.261358653
429	0.2611650441
430	0.2609806322
431	0.2608034056
432	0.2606649529
433	0.2606083857
434	0.2604883011
435	0.260369732
436	0.2601648618
437	0.2599304147
438	0.2598449498
439	0.2596890959
440	0.2595045011
441	0.2593022438
442	0.2591680762
443	0.2588988788
444	0.2587627254
445	0.258574943
446	0.2583592559
447	0.2581849817
448	0.2580391348
449	0.2578211745
450	0.2576420144
451	0.2574401228
452	0.2573974035
453	0.2573040479
454	0.2572533333
455	0.2570996742
456	0.2569816798
457	0.2568066479
458	0.2565752317
459	0.2564877027
460	0.2563438938
461	0.2561933439
462	0.255952417
463	0.2557901618
464	0.2556520749
465	0.2555882963
466	0.2554836796
467	0.2553218424
468	0.2551923517
469	0.2550609014
470	0.2549882915
471	0.2548607082
472	0.2548068843
473	0.2546574841
474	0.2545472237
475	0.2544374335
476	0.2542993206
477	0.2541945471
478	0.2540737831
479	0.2539323258
480	0.2537173964
481	0.2535145381
482	0.2534556454
483	0.2533624205
484	0.2532032483
485	0.2530706223
486	0.2528623294
487	0.2527883085
488	0.2526423833
489	0.2525025982
490	0.252398922
491	0.2521636649
492	0.2520210057
493	0.2518544132
494	0.2517714827
495	0.2517354782
496	0.2515713156
497	0.2513663932
498	0.2512098861
499	0.2510878942
500	0.2509833035
501	0.250778564
502	0.2506423846
503	0.2505196349
504	0.2503269405
505	0.2500637786
506	0.2499614089
507	0.2497665719
508	0.2496180861
509	0.2494379592
510	0.2493559955
511	0.2491816168
512	0.2490487295
513	0.2488441467
514	0.2487810213
515	0.2486176687
516	0.2483341792
517	0.2482295624
518	0.2481526414
519	0.2479642581
520	0.2478927717
521	0.2477563571
522	0.2475236867
523	0.2474193312
524	0.2472938642
525	0.2472292495
526	0.2470960748
527	0.2469172543
528	0.2467418044
529	0.2465601621
530	0.2464545786
531	0.2462513022
532	0.2461789275
533	0.2460725863
534	0.245805061
535	0.2456766939
536	0.2455329372
537	0.2454309594
538	0.2452940222
539	0.2451693652
540	0.2451585744
541	0.2450433496
542	0.244742093
543	0.2447165398
544	0.2444911068
545	0.244360362
546	0.2442504674
547	0.2441702281
548	0.2440829865
549	0.2440152887
550	0.243901919
551	0.2437530152
552	0.2436635266
553	0.243511827
554	0.2434230961
555	0.2433013393
556	0.2431593594
557	0.2430401371
558	0.2428977914
559	0.2427507165
560	0.2426360666
561	0.242497013
562	0.2423541448
563	0.2422218323
564	0.242091819
565	0.2417389334
566	0.2416596347
567	0.241509529
568	0.2414586838
569	0.2413452357
570	0.2409646021
571	0.2407987934
572	0.240690989
573	0.2404999145
574	0.2404079176
575	0.2403122366
576	0.240220919
577	0.2400956872
578	0.2400092295
579	0.2398718481
580	0.2397502742
581	0.2396337692
582	0.239449906
583	0.2392877553
584	0.2391640128
585	0.2390178524
586	0.2388485948
587	0.2386984368
588	0.2386177795
589	0.2384754599
590	0.2383389408
591	0.2382698059
592	0.2381508187
593	0.2380487886
594	0.2380042141
595	0.2377678336
596	0.2376534971
597	0.2374374703
598	0.2373880883
599	0.2372411963
600	0.2370396706
601	0.2369547805
602	0.2368315083
603	0.2367308368
604	0.2366558232
605	0.2365473917
606	0.2364471906
607	0.2363492365
608	0.236092894
609	0.235955382
610	0.2358963326
611	0.2358264139
612	0.2356659354
613	0.235471229
614	0.2353883247
615	0.2352826367
616	0.235248017
617	0.2351263908
618	0.2350410043
619	0.2347749684
620	0.2346720761
621	0.2343851377
622	0.2342894045
623	0.2342196687
624	0.2341240138
625	0.2339757632
626	0.2338677236
627	0.2337275727
628	0.2335832935
629	0.2333890314
630	0.233276524
631	0.2330784471
632	0.2329869205
633	0.2328244562
634	0.232728932
635	0.2326766236
636	0.2325218671
637	0.2324246446
638	0.2323574432
639	0.2322450403
640	0.2322341187
641	0.2321484709
642	0.23207074
643	0.2319971111
644	0.2318672807
645	0.2317105123
646	0.2315446514
647	0.2314660321
648	0.2313926383
649	0.231321779
650	0.2311905116
651	0.2311249302
652	0.2310199215
653	0.2309373568
654	0.2309002811
655	0.230819258
656	0.2307450281
657	0.2306768862
658	0.2305952621
659	0.2304905408
660	0.2303713446
661	0.2302696803
662	0.2302223101
663	0.2301242515
664	0.2300738504
665	0.2299879152
666	0.2299544975
667	0.2298481562
668	0.2297378697
669	0.2294684632
670	0.2293395996
671	0.2292977425
672	0.2292618947
673	0.2291741045
674	0.2290270035
675	0.2289214983
676	0.2288523635
677	0.2287008207
678	0.2286350303
679	0.2285553919
680	0.2285105562
681	0.2284014976
682	0.2283465764
683	0.2282345915
684	0.2281827273
685	0.2280985166
686	0.2280252012
687	0.2279500047
688	0.2278408939
689	0.227687287
690	0.2275686395
691	0.227453885
692	0.2273752395
693	0.2272975347
694	0.2272662333
695	0.2271348352
696	0.2270707431
697	0.2270021047
698	0.226925863
699	0.2267419998
700	0.2265861198
701	0.2264862322
702	0.2263603994
703	0.2262946873
704	0.2262230442
705	0.2261839566
706	0.2261093871
707	0.2260973943
708	0.2260277892
709	0.2259704903
710	0.2258565197
711	0.2258199927
712	0.2257459719
713	0.2256260179
714	0.2255490447
715	0.2254275231
716	0.2252817546
717	0.2252743865
718	0.2250649178
719	0.224964586
720	0.2247343194
721	0.2246263582
722	0.224469825
723	0.224374745
724	0.2242881566
725	0.2241666611
726	0.2240458449
727	0.2239726863
728	0.223939164
729	0.2238797488
730	0.2237771439
731	0.2237150898
732	0.2235473476
733	0.2234313129
734	0.2233089552
735	0.22316998
736	0.2229873709
737	0.2229591004
738	0.2228483697
739	0.2227608668
740	0.2225502223
741	0.2225341536
742	0.2223431313
743	0.2222755902
744	0.2221037982
745	0.2219890438
746	0.2218649877
747	0.2217107799
748	0.2214255398
749	0.2213159849
750	0.2212050974
751	0.2210707991
752	0.2209792725
753	0.2208966817
754	0.2207932668
755	0.2207136807
756	0.2205574872
757	0.2204447968
758	0.2204081392
759	0.2203407549
760	0.2202441594
761	0.2200279236
762	0.2199715392
763	0.219802961
764	0.2196773372
765	0.2195129395
766	0.2193958857
767	0.2192868794
768	0.2190362591
769	0.2189524925
770	0.2188891581
771	0.2187943001
772	0.2186528559
773	0.2186228086
774	0.218479065
775	0.218421309
776	0.2183781454
777	0.2182545074
778	0.2182322332
779	0.2181731707
780	0.217976139
781	0.2178687527
782	0.2177507191
783	0.2176577686
784	0.2174241837
785	0.2172833534
786	0.2172549914
787	0.21720105
788	0.2170206749
789	0.2169019098
790	0.2168081231
791	0.2167558801
792	0.2166776004
793	0.2165453793
794	0.216442683
795	0.2163671206
796	0.2162464351
797	0.2161441437
798	0.2160558047
799	0.2159656107
800	0.2159075802
801	0.2158038518
802	0.2157861239
803	0.2156956555
804	0.2155406246
805	0.2153393863
806	0.2152183219
807	0.2150667138
808	0.2150196441
809	0.2149767157
810	0.2148801333
811	0.2147908668
812	0.2147376047
813	0.2146167886
814	0.2144558005
815	0.2143749995
816	0.214268815
817	0.2141636888
818	0.214083345
819	0.2140341197
820	0.2139596678
821	0.213769364
822	0.2137109417
823	0.2136578495
824	0.213588793
825	0.2135400119
826	0.2134813021
827	0.2133721783
828	0.2132969948
829	0.2131987663
830	0.2130645856
831	0.2129461733
832	0.2128363962
833	0.2127414338
834	0.2126051628
835	0.2125169022
836	0.2123750922
837	0.2123264025
838	0.2122216421
839	0.2120675518
840	0.2120173729
841	0.2119438746
842	0.211799308
843	0.2116935416
844	0.2115626009
845	0.2114986524
846	0.2114367028
847	0.2113541512
848	0.2113209424
849	0.2111794981
850	0.2110624183
851	0.2109814474
852	0.21085875
853	0.2107925938
854	0.2107216691
855	0.210650039
856	0.210562301
857	0.2104566261
858	0.210395604
859	0.2102855526
860	0.2102136089
861	0.2101508624
862	0.2100045452
863	0.2099581941
864	0.209864133
865	0.2098157439
866	0.209740286
867	0.2096599161
868	0.2095680237
869	0.2094669342
870	0.2093900132
871	0.2092493919
872	0.2091476101
873	0.2090400278
874	0.2088999814
875	0.2088002767
876	0.2086951112
877	0.2085678414
878	0.2085217515
879	0.2084051681
880	0.2083504037
881	0.2082572571
882	0.2081963657
883	0.208039127
884	0.2078348447
885	0.2076440053
886	0.2075760593
887	0.2075233329
888	0.2074533619
889	0.2073788186
890	0.2072705308
891	0.2071739876
892	0.2071179168
893	0.207040016
894	0.2069805877
895	0.2069217604
896	0.2068506006
897	0.2067517581
898	0.2066661887
899	0.2065860278
900	0.2065293168
901	0.2064975582
902	0.2064279269
903	0.2063801387
904	0.206143941
905	0.2060292126
906	0.2059566811
907	0.2058492817
908	0.2057884425
909	0.2055983347
910	0.2055497888
911	0.2054664925
912	0.2054185998
913	0.2053232324
914	0.2052613742
915	0.2051720031
916	0.2051055072
917	0.2050635194
918	0.2048226187
919	0.2047019331
920	0.2046380108
921	0.2045462099
922	0.2044016433
923	0.2043529145
924	0.2042382515
925	0.2041752567
926	0.2041015102
927	0.2039970241
928	0.2039113633
929	0.2038544955
930	0.2037378207
931	0.2036535446
932	0.2035300111
933	0.2034573882
934	0.2033926559
935	0.203280266
936	0.2032288329
937	0.2031356472
938	0.2030751607
939	0.2030305601
940	0.2029885854
941	0.2028926693
942	0.2028172114
943	0.2027485207
944	0.2027019997
945	0.2026563409
946	0.2025572633
947	0.2024060471
948	0.2023244231
949	0.2022119548
950	0.2021356347
951	0.2020021073
952	0.2018912198
953	0.201819864
954	0.2016722535
955	0.2015354993
956	0.201412828
957	0.201300608
958	0.201190439
959	0.2011063589
960	0.2009850463
961	0.2008749034
962	0.2007649696
963	0.2006641283
964	0.2005810411
965	0.2004809314
966	0.2004785407
967	0.2003650927
968	0.2003173828
969	0.2002779164
970	0.2002075796
971	0.2000820996
972	0.2000118543
973	0.199921621
974	0.199856327
975	0.1997374704
976	0.1996854756
977	0.1995077656
978	0.199435221
979	0.1993632121
980	0.1992335646
981	0.1991561472
982	0.1991171902
983	0.199042477
984	0.1989704028
985	0.1988604951
986	0.1988124717
987	0.1987123097
988	0.1986948039
989	0.1986498375
990	0.1985988617
991	0.1985535034
992	0.1984777059
993	0.1983457983
994	0.1982444084
995	0.1981693163
996	0.1979654129
997	0.1978541858
998	0.1976934459
999	0.1976315616
