Metric,Value
CV_Avg_Accuracy,0.8766803039158388
CV_Avg_Precision,0.8818437710379653
CV_Avg_Recall,0.8766803039158388
CV_Avg_F1,0.8761760779764799
Validation_Accuracy,0.8869047619047619
Test_Accuracy,0.875
External_Accuracy,0.6888111888111889
Validation_F1,0.8875712397891762
Test_F1,0.8758705668059573
External_F1,0.6953063984817379
