Metric,Value
CV_Avg_Accuracy,0.8732612507305669
CV_Avg_Precision,0.878102699153728
CV_Avg_Recall,0.8732612507305669
CV_Avg_F1,0.8728037307141168
Validation_Accuracy,0.8690476190476191
Test_Accuracy,0.8690476190476191
External_Accuracy,0.6818181818181818
Validation_F1,0.8698325484039768
Test_F1,0.8699633699633699
External_F1,0.6884051827913963
