Metric,Value
CV_Avg_Accuracy,0.8459088252483926
CV_Avg_Precision,0.85165609458119
CV_Avg_Recall,0.8459088252483926
CV_Avg_F1,0.8451756034970961
Validation_Accuracy,0.8630952380952381
Test_Accuracy,0.8214285714285714
External_Accuracy,0.6993006993006993
Validation_F1,0.8637487331723415
Test_F1,0.822048611111111
External_F1,0.6993006993006993
