Metric,Value
CV_Avg_Accuracy,0.8493863237872589
CV_Avg_Precision,0.8534349294391538
CV_Avg_Recall,0.8493863237872589
CV_Avg_F1,0.8489146304018945
Validation_Accuracy,0.8511904761904762
Test_Accuracy,0.8035714285714286
External_Accuracy,0.6713286713286714
Validation_F1,0.8517528704603534
Test_F1,0.8043870734789673
External_F1,0.6774123918288678
