Metric,Value
CV_Avg_Accuracy,0.8356516656925775
CV_Avg_Precision,0.837784818257416
CV_Avg_Recall,0.8356516656925775
CV_Avg_F1,0.8353262465592326
Validation_Accuracy,0.8273809523809523
Test_Accuracy,0.7916666666666666
External_Accuracy,0.6923076923076923
Validation_F1,0.8280333297340101
Test_F1,0.7918712493180577
External_F1,0.6946944041283664
