Metric,Value
CV_Avg_Accuracy,0.8476914085330216
CV_Avg_Precision,0.8517626167842922
CV_Avg_Recall,0.8476914085330216
CV_Avg_F1,0.8471788049239454
Validation_Accuracy,0.8571428571428571
Test_Accuracy,0.8214285714285714
External_Accuracy,0.6993006993006993
Validation_F1,0.8579601176855179
Test_F1,0.822048611111111
External_F1,0.7030101500634854
