Metric,Value
CV_Avg_Accuracy,0.873261250730567
CV_Avg_Precision,0.877670305681361
CV_Avg_Recall,0.873261250730567
CV_Avg_F1,0.8728481368234767
Validation_Accuracy,0.8928571428571429
Test_Accuracy,0.8333333333333334
External_Accuracy,0.7097902097902098
Validation_F1,0.8934700882641387
Test_F1,0.8342917385470576
External_F1,0.7152612783111317
