Metric,Value
CV_Avg_Accuracy,0.8749853886616015
CV_Avg_Precision,0.8800133262058802
CV_Avg_Recall,0.8749853886616015
CV_Avg_F1,0.8744919122205526
Validation_Accuracy,0.8869047619047619
Test_Accuracy,0.8690476190476191
External_Accuracy,0.6888111888111889
Validation_F1,0.8875712397891762
Test_F1,0.8699466056445461
External_F1,0.6953063984817379
