Metric,Value
CV_Avg_Accuracy,0.8527761542957334
CV_Avg_Precision,0.8568143922208409
CV_Avg_Recall,0.8527761542957334
CV_Avg_F1,0.8523854270549698
Validation_Accuracy,0.8333333333333334
Test_Accuracy,0.8035714285714286
External_Accuracy,0.6328671328671329
Validation_F1,0.8342868039664378
Test_F1,0.8046107331821617
External_F1,0.6405704387355764
