Metric,Value
CV_Avg_Accuracy,0.8733196960841614
CV_Avg_Precision,0.8779241308020695
CV_Avg_Recall,0.8733196960841614
CV_Avg_F1,0.8728945290085365
Validation_Accuracy,0.8869047619047619
Test_Accuracy,0.8333333333333334
External_Accuracy,0.6573426573426573
Validation_F1,0.8875712397891762
Test_F1,0.8342917385470576
External_F1,0.6625627554420125
