Metric,Value
CV_Avg_Accuracy,0.8563413208649913
CV_Avg_Precision,0.8599880088067074
CV_Avg_Recall,0.8563413208649913
CV_Avg_F1,0.8559349245686363
Validation_Accuracy,0.8809523809523809
Test_Accuracy,0.7976190476190477
External_Accuracy,0.6328671328671329
Validation_F1,0.8815668202764977
Test_F1,0.7983217592592592
External_F1,0.6398374647401884
