Metric,Value
CV_Avg_Accuracy,0.844155464640561
CV_Avg_Precision,0.8456943399120881
CV_Avg_Recall,0.844155464640561
CV_Avg_F1,0.843968659829366
Validation_Accuracy,0.8452380952380952
Test_Accuracy,0.8035714285714286
External_Accuracy,0.6293706293706294
Validation_F1,0.8457290486490198
Test_F1,0.8029013681546417
External_F1,0.6357227111721079
