Metric,Value
CV_Avg_Accuracy,0.8407948568088838
CV_Avg_Precision,0.845358550093723
CV_Avg_Recall,0.8407948568088838
CV_Avg_F1,0.8402775649622324
Validation_Accuracy,0.8630952380952381
Test_Accuracy,0.8273809523809523
External_Accuracy,0.6328671328671329
Validation_F1,0.8637487331723415
Test_F1,0.8282942806752329
External_F1,0.640530020680702
