Model,Pipeline,Feature,Feature_Type,AUC_Drop,Base_AUC
HeteroGATv2,No Balancing,IDH1,Gene,0.26001457725947524,0.9201166180758018
HeteroGATv2,No Balancing,TP53,Gene,0.008571428571428619,0.9201166180758018
HeteroGATv2,No Balancing,ATRX,Gene,0.00284256559766769,0.9201166180758018
HeteroGATv2,No Balancing,PTEN,Gene,0.003965014577259518,0.9201166180758018
HeteroGATv2,No Balancing,EGFR,Gene,0.0049854227405248365,0.9201166180758018
HeteroGATv2,No Balancing,CIC,Gene,0.022696793002915504,0.9201166180758018
HeteroGATv2,No Balancing,MUC16,Gene,0.0007142857142857451,0.9201166180758018
HeteroGATv2,No Balancing,PIK3CA,Gene,0.005699708454810548,0.9201166180758018
HeteroGATv2,No Balancing,NF1,Gene,-0.0015160349854227094,0.9201166180758018
HeteroGATv2,No Balancing,PIK3R1,Gene,0.0013265306122449583,0.9201166180758018
HeteroGATv2,No Balancing,FUBP1,Gene,0.0036005830903790615,0.9201166180758018
HeteroGATv2,No Balancing,RB1,Gene,-0.00023323615160345535,0.9201166180758018
HeteroGATv2,No Balancing,NOTCH1,Gene,0.010058309037900903,0.9201166180758018
HeteroGATv2,No Balancing,BCOR,Gene,-0.001151603498542253,0.9201166180758018
HeteroGATv2,No Balancing,CSMD3,Gene,0.0011224489795918502,0.9201166180758018
HeteroGATv2,No Balancing,SMARCA4,Gene,0.0016909620991254148,0.9201166180758018
HeteroGATv2,No Balancing,GRIN2A,Gene,0.0011224489795918613,0.9201166180758018
HeteroGATv2,No Balancing,IDH2,Gene,0.005451895043731792,0.9201166180758018
HeteroGATv2,No Balancing,FAT4,Gene,-0.0008892128279882727,0.9201166180758018
HeteroGATv2,No Balancing,PDGFRA,Gene,-0.0002769679300291039,0.9201166180758018
HeteroGATv2,No Balancing,Age_at_diagnosis,Clinical,0.027215743440233288,0.9201166180758018
HeteroGATv2,No Balancing,Gender,Clinical,0.000174927113702672,0.9201166180758018
HeteroGATv2,No Balancing,Race,Clinical,0.004212827988338263,0.9201166180758018
HeteroGATv2,SMOTE,IDH1,Gene,0.25201166180758017,0.9056851311953353
HeteroGATv2,SMOTE,TP53,Gene,0.0019970845481050215,0.9056851311953353
HeteroGATv2,SMOTE,ATRX,Gene,0.011034985422740562,0.9056851311953353
HeteroGATv2,SMOTE,PTEN,Gene,0.005991253644314909,0.9056851311953353
HeteroGATv2,SMOTE,EGFR,Gene,0.004752186588921325,0.9056851311953353
HeteroGATv2,SMOTE,CIC,Gene,0.02794460641399423,0.9056851311953353
HeteroGATv2,SMOTE,MUC16,Gene,-0.0009037900874635408,0.9056851311953353
HeteroGATv2,SMOTE,PIK3CA,Gene,0.0038046647230321473,0.9056851311953353
