auc,accuracy,precision,recall,recall_0,f1,fold,threshold,Model,Pipeline
0.927546138072454,0.8582089552238806,0.8166666666666667,0.8596491228070176,0.8571428571428571,0.8376068376068376,1,0.5000000000000002,HeteroGATv2,No Balancing
0.8951465201465201,0.8582089552238806,0.7761194029850746,0.9285714285714286,0.8076923076923077,0.8455284552845529,2,0.4950000000000003,HeteroGATv2,No Balancing
0.9162087912087911,0.8880597014925373,0.8360655737704918,0.9107142857142857,0.8717948717948718,0.8717948717948718,3,0.5300000000000002,HeteroGATv2,No Balancing
0.9143772893772893,0.8656716417910447,0.7714285714285715,0.9642857142857143,0.7948717948717948,0.8571428571428571,4,0.5400000000000003,HeteroGATv2,No Balancing
0.9067717996289424,0.8721804511278195,0.8305084745762712,0.875,0.8701298701298701,0.8521739130434782,5,0.47000000000000025,HeteroGATv2,No Balancing
0.935520619731146,0.9104477611940298,0.8688524590163934,0.9298245614035088,0.8961038961038961,0.8983050847457628,1,0.5500000000000003,MOGAT,No Balancing
0.88507326007326,0.8208955223880597,0.7352941176470589,0.8928571428571429,0.7692307692307693,0.8064516129032258,2,0.5300000000000002,MOGAT,No Balancing
0.9024725274725275,0.8656716417910447,0.8064516129032258,0.8928571428571429,0.8461538461538461,0.847457627118644,3,0.48500000000000026,MOGAT,No Balancing
0.8962912087912087,0.8507462686567164,0.7571428571428571,0.9464285714285714,0.782051282051282,0.8412698412698413,4,0.5300000000000002,MOGAT,No Balancing
0.9153525046382188,0.8721804511278195,0.8305084745762712,0.875,0.8701298701298701,0.8521739130434782,5,0.5200000000000002,MOGAT,No Balancing
0.848257006151743,0.7910447761194029,0.7543859649122807,0.7543859649122807,0.8181818181818182,0.7543859649122807,1,0.4950000000000003,HyperTMO,No Balancing
0.7882326007326007,0.753731343283582,0.6885245901639344,0.75,0.7564102564102564,0.717948717948718,2,0.48000000000000026,HyperTMO,No Balancing
0.7657967032967032,0.7089552238805971,0.6231884057971014,0.7678571428571429,0.6666666666666666,0.688,3,0.46500000000000025,HyperTMO,No Balancing
0.8182234432234432,0.7835820895522388,0.7076923076923077,0.8214285714285714,0.7564102564102564,0.7603305785123967,4,0.5700000000000003,HyperTMO,No Balancing
0.8821892393320964,0.8270676691729323,0.7796610169491526,0.8214285714285714,0.8311688311688312,0.8,5,0.5000000000000002,HyperTMO,No Balancing
0.8484848484848484,0.7611940298507462,0.6623376623376623,0.8947368421052632,0.6623376623376623,0.7611940298507462,1,0.46500000000000025,RGCN,No Balancing
0.818452380952381,0.7611940298507462,0.7,0.75,0.7692307692307693,0.7241379310344828,2,0.5150000000000003,RGCN,No Balancing
0.7701465201465202,0.7164179104477612,0.6125,0.875,0.6025641025641025,0.7205882352941176,3,0.45500000000000024,RGCN,No Balancing
0.7765567765567766,0.7313432835820896,0.6612903225806451,0.7321428571428571,0.7307692307692307,0.6949152542372882,4,0.5100000000000002,RGCN,No Balancing
0.8483302411873841,0.8045112781954887,0.75,0.8035714285714286,0.8051948051948052,0.7758620689655172,5,0.5500000000000003,RGCN,No Balancing
0.849168375484165,0.7761194029850746,0.68,0.8947368421052632,0.6883116883116883,0.7727272727272727,1,0.4950000000000003,VEGN,No Balancing
0.8229166666666667,0.7761194029850746,0.6805555555555556,0.875,0.7051282051282052,0.765625,2,0.5050000000000003,VEGN,No Balancing
0.7662545787545787,0.7164179104477612,0.6323529411764706,0.7678571428571429,0.6794871794871795,0.6935483870967742,3,0.5100000000000002,VEGN,No Balancing
0.7909798534798534,0.753731343283582,0.6949152542372882,0.7321428571428571,0.7692307692307693,0.7130434782608696,4,0.5450000000000004,VEGN,No Balancing
0.8559833024118738,0.8045112781954887,0.75,0.8035714285714286,0.8051948051948052,0.7758620689655172,5,0.5750000000000004,VEGN,No Balancing
0.924812030075188,0.8731343283582089,0.8225806451612904,0.8947368421052632,0.8571428571428571,0.8571428571428571,1,0.48000000000000026,FastHGTConv,No Balancing
0.9125457875457876,0.8731343283582089,0.7910447761194029,0.9464285714285714,0.8205128205128205,0.8617886178861789,2,0.5350000000000004,FastHGTConv,No Balancing
0.7712912087912088,0.7089552238805971,0.6349206349206349,0.7142857142857143,0.7051282051282052,0.6722689075630253,3,0.5100000000000002,FastHGTConv,No Balancing
0.9171245421245421,0.8656716417910447,0.7714285714285715,0.9642857142857143,0.7948717948717948,0.8571428571428571,4,0.5500000000000003,FastHGTConv,No Balancing
0.9239332096474954,0.8721804511278195,0.8095238095238095,0.9107142857142857,0.8441558441558441,0.8571428571428571,5,0.44500000000000023,FastHGTConv,No Balancing
0.8730918204602416,0.8134328358208955,0.7857142857142857,0.7719298245614035,0.8441558441558441,0.7787610619469026,1,0.5300000000000002,SGNN,No Balancing
0.8216575091575091,0.7611940298507462,0.6818181818181818,0.8035714285714286,0.7307692307692307,0.7377049180327869,2,0.5400000000000003,SGNN,No Balancing
0.7870879120879121,0.7238805970149254,0.6233766233766234,0.8571428571428571,0.6282051282051282,0.7218045112781954,3,0.48500000000000026,SGNN,No Balancing
0.815018315018315,0.7611940298507462,0.6875,0.7857142857142857,0.7435897435897436,0.7333333333333333,4,0.5050000000000003,SGNN,No Balancing
0.852504638218924,0.7894736842105263,0.7333333333333333,0.7857142857142857,0.7922077922077922,0.7586206896551724,5,0.5550000000000004,SGNN,No Balancing
0.936431989063568,0.9104477611940298,0.8947368421052632,0.8947368421052632,0.922077922077922,0.8947368421052632,1,0.5400000000000003,HeteroGATv2,SMOTE
0.910485347985348,0.8731343283582089,0.8095238095238095,0.9107142857142857,0.8461538461538461,0.8571428571428571,2,0.5600000000000003,HeteroGATv2,SMOTE
0.9047619047619049,0.8805970149253731,0.8333333333333334,0.8928571428571429,0.8717948717948718,0.8620689655172413,3,0.5200000000000002,HeteroGATv2,SMOTE
0.9239926739926739,0.8582089552238806,0.7846153846153846,0.9107142857142857,0.8205128205128205,0.8429752066115702,4,0.6000000000000003,HeteroGATv2,SMOTE
0.9058441558441559,0.8872180451127819,0.847457627118644,0.8928571428571429,0.8831168831168831,0.8695652173913043,5,0.5350000000000004,HeteroGATv2,SMOTE
0.9460013670539986,0.917910447761194,0.8709677419354839,0.9473684210526315,0.8961038961038961,0.907563025210084,1,0.47500000000000026,MOGAT,SMOTE
0.9038461538461537,0.8656716417910447,0.7878787878787878,0.9285714285714286,0.8205128205128205,0.8524590163934426,2,0.5600000000000003,MOGAT,SMOTE
0.9150641025641025,0.8880597014925373,0.847457627118644,0.8928571428571429,0.8846153846153846,0.8695652173913043,3,0.5800000000000003,MOGAT,SMOTE
0.9139194139194139,0.8656716417910447,0.7714285714285715,0.9642857142857143,0.7948717948717948,0.8571428571428571,4,0.5700000000000003,MOGAT,SMOTE
0.9211502782931354,0.8721804511278195,0.8305084745762712,0.875,0.8701298701298701,0.8521739130434782,5,0.5050000000000003,MOGAT,SMOTE
0.8753702437912964,0.8059701492537313,0.7627118644067796,0.7894736842105263,0.8181818181818182,0.7758620689655172,1,0.5300000000000002,HyperTMO,SMOTE
0.831959706959707,0.7985074626865671,0.7457627118644068,0.7857142857142857,0.8076923076923077,0.7652173913043478,2,0.5300000000000002,HyperTMO,SMOTE
