Model,Pipeline,Feature,Feature_Type,AUC_Drop,Base_AUC
HeteroGATv2,No Balancing,IDH1,Gene,0.2719241982507287,0.8848396501457725
HeteroGATv2,No Balancing,TP53,Gene,-0.00027696793002923714,0.8848396501457725
HeteroGATv2,No Balancing,ATRX,Gene,0.02924198250728851,0.8848396501457725
HeteroGATv2,No Balancing,PTEN,Gene,-0.001224489795918471,0.8848396501457725
HeteroGATv2,No Balancing,EGFR,Gene,-0.0015889212827989497,0.8848396501457725
HeteroGATv2,No Balancing,CIC,Gene,0.0328862973760932,0.8848396501457725
HeteroGATv2,No Balancing,MUC16,Gene,0.0002332361516033554,0.8848396501457725
HeteroGATv2,No Balancing,PIK3CA,Gene,0.004169096209912448,0.8848396501457725
HeteroGATv2,No Balancing,NF1,Gene,-0.005218658892128414,0.8848396501457725
HeteroGATv2,No Balancing,PIK3R1,Gene,-0.011078717201166299,0.8848396501457725
HeteroGATv2,No Balancing,FUBP1,Gene,0.0027842565597666624,0.8848396501457725
HeteroGATv2,No Balancing,RB1,Gene,-0.004125364431487033,0.8848396501457725
HeteroGATv2,No Balancing,NOTCH1,Gene,0.02034985422740515,0.8848396501457725
HeteroGATv2,No Balancing,BCOR,Gene,-0.010189504373177949,0.8848396501457725
HeteroGATv2,No Balancing,CSMD3,Gene,0.0020116618075800563,0.8848396501457725
HeteroGATv2,No Balancing,SMARCA4,Gene,0.0013702623906704404,0.8848396501457725
HeteroGATv2,No Balancing,GRIN2A,Gene,-0.003775510204081767,0.8848396501457725
HeteroGATv2,No Balancing,IDH2,Gene,0.0069533527696792,0.8848396501457725
HeteroGATv2,No Balancing,FAT4,Gene,-0.0032944606413995658,0.8848396501457725
HeteroGATv2,No Balancing,PDGFRA,Gene,-0.001676384839650269,0.8848396501457725
HeteroGATv2,No Balancing,Age_at_diagnosis,Clinical,0.021895043731778297,0.8848396501457725
HeteroGATv2,No Balancing,Gender,Clinical,-0.006880466472303326,0.8848396501457725
HeteroGATv2,No Balancing,Race,Clinical,-0.0009475218658893336,0.8848396501457725
HeteroGATv2,SMOTE,IDH1,Gene,0.3031924198250728,0.9185131195335277
HeteroGATv2,SMOTE,TP53,Gene,0.01947521865889208,0.9185131195335277
HeteroGATv2,SMOTE,ATRX,Gene,0.026530612244897923,0.9185131195335277
HeteroGATv2,SMOTE,PTEN,Gene,0.006676384839650084,0.9185131195335277
HeteroGATv2,SMOTE,EGFR,Gene,0.007871720116618042,0.9185131195335277
HeteroGATv2,SMOTE,CIC,Gene,0.016166180758017457,0.9185131195335277
HeteroGATv2,SMOTE,MUC16,Gene,0.0012536443148687404,0.9185131195335277
HeteroGATv2,SMOTE,PIK3CA,Gene,0.010626822157434346,0.9185131195335277
HeteroGATv2,SMOTE,NF1,Gene,-0.0013411078717201707,0.9185131195335277
HeteroGATv2,SMOTE,PIK3R1,Gene,0.004781341107871673,0.9185131195335277
HeteroGATv2,SMOTE,FUBP1,Gene,0.005379008746355607,0.9185131195335277
HeteroGATv2,SMOTE,RB1,Gene,0.00049562682215738,0.9185131195335277
HeteroGATv2,SMOTE,NOTCH1,Gene,0.020145772594752122,0.9185131195335277
HeteroGATv2,SMOTE,BCOR,Gene,-0.0009183673469388198,0.9185131195335277
HeteroGATv2,SMOTE,CSMD3,Gene,0.001268221574343964,0.9185131195335277
HeteroGATv2,SMOTE,SMARCA4,Gene,0.0007434402332360702,0.9185131195335277
HeteroGATv2,SMOTE,GRIN2A,Gene,0.0017638483965013885,0.9185131195335277
HeteroGATv2,SMOTE,IDH2,Gene,0.006530612244897871,0.9185131195335277
HeteroGATv2,SMOTE,FAT4,Gene,-0.0005830903790088437,0.9185131195335277
HeteroGATv2,SMOTE,PDGFRA,Gene,-4.373177842572629e-05,0.9185131195335277
HeteroGATv2,SMOTE,Age_at_diagnosis,Clinical,0.04612244897959179,0.9185131195335277
HeteroGATv2,SMOTE,Gender,Clinical,0.00552478134110781,0.9185131195335277
HeteroGATv2,SMOTE,Race,Clinical,0.0005830903790086772,0.9185131195335277
HeteroGATv2,CTGAN,IDH1,Gene,0.08147230320699717,0.905393586005831
HeteroGATv2,CTGAN,TP53,Gene,0.0022594752186589464,0.905393586005831
HeteroGATv2,CTGAN,ATRX,Gene,0.0035714285714286255,0.905393586005831
HeteroGATv2,CTGAN,PTEN,Gene,0.01510204081632659,0.905393586005831
HeteroGATv2,CTGAN,EGFR,Gene,0.0019970845481050324,0.905393586005831
HeteroGATv2,CTGAN,CIC,Gene,0.024198250728863058,0.905393586005831
HeteroGATv2,CTGAN,MUC16,Gene,0.0018367346938776175,0.905393586005831
HeteroGATv2,CTGAN,PIK3CA,Gene,0.005364431486880516,0.905393586005831
HeteroGATv2,CTGAN,NF1,Gene,-0.004941690962099043,0.905393586005831
HeteroGATv2,CTGAN,PIK3R1,Gene,0.0013556851311953943,0.905393586005831
HeteroGATv2,CTGAN,FUBP1,Gene,0.0014577259475219261,0.905393586005831
HeteroGATv2,CTGAN,RB1,Gene,0.005437317784256645,0.905393586005831
HeteroGATv2,CTGAN,NOTCH1,Gene,-0.000655976676384773,0.905393586005831
HeteroGATv2,CTGAN,BCOR,Gene,-0.0021137026239066437,0.905393586005831
HeteroGATv2,CTGAN,CSMD3,Gene,0.00013119533527702342,0.905393586005831
HeteroGATv2,CTGAN,SMARCA4,Gene,-0.00011661807580168882,0.905393586005831
HeteroGATv2,CTGAN,GRIN2A,Gene,0.00046647230320708835,0.905393586005831
HeteroGATv2,CTGAN,IDH2,Gene,0.0038046647230321586,0.905393586005831
HeteroGATv2,CTGAN,FAT4,Gene,-0.000597667638483923,0.905393586005831
HeteroGATv2,CTGAN,PDGFRA,Gene,0.0038629737609330193,0.905393586005831
HeteroGATv2,CTGAN,Age_at_diagnosis,Clinical,0.07590379008746365,0.905393586005831
HeteroGATv2,CTGAN,Gender,Clinical,-0.0038483965014576736,0.905393586005831
HeteroGATv2,CTGAN,Race,Clinical,0.0016618075801750122,0.905393586005831
HeteroGATv2,ROS,IDH1,Gene,0.295,0.8982507288629737
HeteroGATv2,ROS,TP53,Gene,0.009387755102040807,0.8982507288629737
HeteroGATv2,ROS,ATRX,Gene,0.017740524781341083,0.8982507288629737
HeteroGATv2,ROS,PTEN,Gene,0.0010495626822157322,0.8982507288629737
HeteroGATv2,ROS,EGFR,Gene,0.0010349854227405197,0.8982507288629737
HeteroGATv2,ROS,CIC,Gene,0.009650145772594742,0.8982507288629737
HeteroGATv2,ROS,MUC16,Gene,0.001997084548104944,0.8982507288629737
HeteroGATv2,ROS,PIK3CA,Gene,0.007827988338192416,0.8982507288629737
HeteroGATv2,ROS,NF1,Gene,-0.007609329446064172,0.8982507288629737
HeteroGATv2,ROS,PIK3R1,Gene,0.001559766763848358,0.8982507288629737
HeteroGATv2,ROS,FUBP1,Gene,0.0032215743440233034,0.8982507288629737
HeteroGATv2,ROS,RB1,Gene,-0.0021720116618076045,0.8982507288629737
HeteroGATv2,ROS,NOTCH1,Gene,0.021618075801749258,0.8982507288629737
HeteroGATv2,ROS,BCOR,Gene,-0.005553935860058345,0.8982507288629737
HeteroGATv2,ROS,CSMD3,Gene,0.0021574344023323143,0.8982507288629737
HeteroGATv2,ROS,SMARCA4,Gene,0.0041836734693877055,0.8982507288629737
HeteroGATv2,ROS,GRIN2A,Gene,-0.005160349854227408,0.8982507288629737
HeteroGATv2,ROS,IDH2,Gene,0.007769679300291499,0.8982507288629737
